Title,Link,Abstract,Author Keywords,Index Keywords
"Novel Deep-Learning-Based Spatial-Spectral Feature Extraction for Hyperspectral Remote Sensing Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081412468&doi=10.1109%2fBigData47090.2019.9006210&partnerID=40&md5=e07b53a2deed14eb6c16b9c43556229a","Hyperspectral remote sensing presents a unique Big Data research paradigm through its rich data collected as hundreds of spectral bands which embodies vital spatial and spectral information about the underlying terrains. Typical hyperspectral data analysis methods are often based on spectral information. Although there has been prior efforts in literature for incorporation of spatial, spectral, contextual and other forms of information to improve the classification performance of hyperspectral data analysis, this additional information extraction and knowledge discovery process comes at the expense of increased computation and memory requirements. Therefore, the caveats of large scale data analysis such as increased computation, transmission and memory requirements presents a major impediment to efficient automation and classification performance of hyperspectral data analysis methods. In this respect, this paper presents a novel deep learning-based hyperspectral data analysis model, which provides an efficient means for automation and extraction of the spatial and spectral information present in the hyperspectral data compared to conventional spatial-or spectral information-only based methods. In this work, the concept of Gabor filtering is used for spatial feature extraction along with sparse random projections for computationally efficient spectral feature extraction and dimensionality reduction purposes. A convolutional neural network based supervised classification is then performed to validate the performance of the proposed method with respect to conventional spatial-spectral information extraction methods. Experimental results reveal that the proposed hyperspectral data analysis model outperforms the conventional spectral-spatial feature extraction techniques compared. © 2019 IEEE.","Convolutional Neural Network; Dimensionality Reduction; Feature Extraction; Gabor Filtering; Gaussian Filtering; Hyperspectral Remote Sensing; Principal Component Analysis; Sparse Random Projection","Big data; Convolution; Convolutional neural networks; Data handling; Data mining; Deep learning; Dimensionality reduction; Feature extraction; Gabor filters; Information retrieval; Principal component analysis; Remote sensing; Gabor filtering; Gaussian filtering; Hyperspectral data analysis; Hyperspectral remote sensing; Knowledge discovery process; Sparse random projections; Spectral feature extraction; Spectral information extraction; Classification (of information)"
"Aircraft Segmentation Based on Deep Learning framework : from extreme points to remote sensing image segmentation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080862342&doi=10.1109%2fSSCI44817.2019.9002656&partnerID=40&md5=6173453f4f7aa8bb9c1950645680fcce","Remote sensing image segmentation is a very important technology. Although the segmentation method based on convolutional neural networks (CNNs) has achieved promising results in natural image test set, e.g. VOC or COCO, they provide inferior performance when being transferred to remote sensing images. Due to the limits of labeled remote sensing images, finetuning pre-trained CNNs using remote sensing images do not benefit the image segmentation performance. Inspired by the recent works of interactive segmentation methods which exploit several extreme clicks that are fed into CNNs to improve the accuracy of the segmentation, we propose an effective method to improve the segmentation accuracy, which uses four extreme points (the top, bottom, left, and right) as the guide information. In terms of mIoU, our method achieves 84.4% on remote sensing image dataset, which outperforms the previous work by 23.1%. Compared with the previous interactive segmentation methods, the proposed method achieves superior performance. In addition, an improved method with an extra point is proposed based on the inaccurate part of results obtained by four extreme points. It is very feasible to be applied in an interactive segmentation toolbox. © 2019 IEEE.","Deep learning; Interactive segmentation; Remote sensing images; Semantic segmentation","Aircraft; Convolutional neural networks; Deep learning; Remote sensing; Semantics; Interactive segmentation; Interactive segmentation methods; Learning frameworks; Remote sensing images; Segmentation accuracy; Segmentation methods; Segmentation performance; Semantic segmentation; Image segmentation"
"Remote sensing big data classification with high performance distributed deep learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077880981&doi=10.3390%2frs11243056&partnerID=40&md5=e25e2fc145780cd862b3e889e7dfc7f2","High-Performance Computing (HPC) has recently been attracting more attention in remote sensing applications due to the challenges posed by the increased amount of open data that are produced daily by Earth Observation (EO) programs. The unique parallel computing environments and programming techniques that are integrated in High-Performance Computing (HPC) systems are able to solve large-scale problems such as the training of classification algorithms with large amounts of Remote Sensing (RS) data. This paper shows that the training of state-of-the-art deep Convolutional Neural Networks (CNNs) can be efficiently performed in distributed fashion using parallel implementation techniques on HPC machines containing a large number of Graphics Processing Units (GPUs). The experimental results confirm that distributed training can drastically reduce the amount of time needed to perform full training, resulting in near linear scaling without loss of test accuracy. © 2019 by the authors.","Classification; Convolutional neural network; Distributed deep learning; High performance computing; Residual neural network; Sentinel-2","Application programs; Big data; Classification (of information); Computer graphics; Convolution; Graphics processing unit; Neural networks; Open Data; Program processors; Remote sensing; Convolutional neural network; High performance computing; High performance computing (HPC); High performance computing systems; Parallel implementations; Parallel-computing environment; Remote sensing applications; Sentinel-2; Deep neural networks"
"Urban Land Use and Land Cover Change Prediction via Self-Adaptive Cellular Based Deep Learning with Multisourced Data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079344015&doi=10.1109%2fJSTARS.2019.2956318&partnerID=40&md5=a54a8433f1743ebcc0cee21bb5eaa722","The urban sustainable development becomes an essential goal presented in '2030 Agenda for Sustainable development' by the United Nations. Urban land use and land cover (LULC) change prediction, which is a significant indicator to evaluate urban construction strategy, urges to be solved. Remote sensing technique and neural network, are two practical tools widely utilized in urban LULC change prediction. Because of the rapid improvement of remote sensing technique, urban data can be periodically captured in a short time interval. A large amount of data cause the conventional neural networks method having bad efficiency in dealing with it. Moreover, as human activities are in high intensity in the urban area, society related factors require to be taken into consideration in urban land change trend prediction. In this article, a self-adaptive cellular-based deep learning analysis method by utilizing the multisourced data is proposed for urban LULC change prediction. Multisourced data, including weather related data, economy related data, construction related data, and remote sensing data, are normalized and formalized by the proposed self-adaptive cellular-based method. Deep learning long short term memory neural network, which is an advanced model of recurrent neural network and has a strong ability in dealing with sequence data, is utilized to urban LULC change prediction. Remote sensing data captured from 1984 to 2016 are utilized to conduct experiments. Experiment results illustrate that the proposed method can effectively and efficiently make LULC change prediction, and the accuracy is up to 93.1%. © 2008-2012 IEEE.","Deep learning; long short term memory (LSTM) neural network; remote sensing; self-adaptive cellular-based method; urban land use and land cover (LULC) change prediction","Brain; Cellular neural networks; Deep neural networks; Forecasting; Land use; Learning systems; Long short-term memory; Planning; Remote sensing; Sustainable development; Advanced modeling; Change prediction; Remote sensing data; Remote sensing techniques; self-adaptive cellular-based method; Short time intervals; Urban construction; Urban sustainable development; Deep learning; artificial neural network; experimental study; human activity; land cover; land use change; prediction; remote sensing; satellite data; sustainable development; urban area"
"Color calibration of proximal sensing RGB images of oilseed rape canopy via deep learning combined with k-means algorithm","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077878467&doi=10.3390%2frs11243001&partnerID=40&md5=c93ee9b8ecbb08a6ba25ce622c87ff26","Plant color is a key feature for estimating parameters of the plant grown under different conditions using remote sensing images. In this case, the variation in plant color should be only due to the influence of the growing conditions and not due to external confounding factors like a light source. Hence, the impact of the light source in plant color should be alleviated using color calibration algorithms. This study aims to develop an efficient, robust, and cutting-edge approach for automatic color calibration of three-band (red green blue: RGB) images. Specifically, we combined the k-means model and deep learning for accurate color calibration matrix (CCM) estimation. A dataset of 3150 RGB images for oilseed rape was collected by a proximal sensing technique under varying illumination conditions and used to train, validate, and test our proposed framework. Firstly, we manually derived CCMs by mapping RGB color values of each patch of a color chart obtained in an image to standard RGB (sRGB) color values of that chart. Secondly, we grouped the images into clusters according to the CCM assigned to each image using the unsupervised k-means algorithm. Thirdly, the images with the new cluster labels were used to train and validate the deep learning convolutional neural network (CNN) algorithm for an automatic CCM estimation. Finally, the estimated CCM was applied to the input image to obtain an image with a calibrated color. The performance of our model for estimating CCM was evaluated using the Euclidean distance between the standard and the estimated color values of the test dataset. The experimental results showed that our deep learning framework can efficiently extract useful low-level features for discriminating images with inconsistent colors and achieved overall training and validation accuracies of 98.00% and 98.53%, respectively. Further, the final CCM provided an average Euclidean distance of 16.23 DE and outperformed the previously reported methods. This proposed technique can be used in real-time plant phenotyping at multiscale levels. © 2019 by the authors.","Color calibration; Deep learning; k-means algorithm; Multivariate regression; Plant phenotyping","Calibration; Color; K-means clustering; Learning algorithms; Light sources; Neural networks; Oilseeds; Regression analysis; Remote sensing; Statistical tests; Automatic color calibration; Color calibration; Convolutional neural network; Estimating parameters; Illumination conditions; Multivariate regression; Plant phenotyping; Remote sensing images; Deep learning"
"Deep learning classifiers for hyperspectral imaging: A review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075120360&doi=10.1016%2fj.isprsjprs.2019.09.006&partnerID=40&md5=588a5e62e0740464b9f70cf898565ec1","Advances in computing technology have fostered the development of new and powerful deep learning (DL) techniques, which have demonstrated promising results in a wide range of applications. Particularly, DL methods have been successfully used to classify remotely sensed data collected by Earth Observation (EO) instruments. Hyperspectral imaging (HSI) is a hot topic in remote sensing data analysis due to the vast amount of information comprised by this kind of images, which allows for a better characterization and exploitation of the Earth surface by combining rich spectral and spatial information. However, HSI poses major challenges for supervised classification methods due to the high dimensionality of the data and the limited availability of training samples. These issues, together with the high intraclass variability (and interclass similarity) –often present in HSI data– may hamper the effectiveness of classifiers. In order to solve these limitations, several DL-based architectures have been recently developed, exhibiting great potential in HSI data interpretation. This paper provides a comprehensive review of the current-state-of-the-art in DL for HSI classification, analyzing the strengths and weaknesses of the most widely used classifiers in the literature. For each discussed method, we provide quantitative results using several well-known and widely used HSI scenes, thus providing an exhaustive comparison of the discussed techniques. The paper concludes with some remarks and hints about future challenges in the application of DL techniques to HSI classification. The source codes of the methods discussed in this paper are available from: https://github.com/mhaut/hyperspectral_deeplearning_review. © 2019 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS)","Classification; Deep learning (DL); Earth observation (EO); Hyperspectral imaging (HSI)","Classification (of information); Hyperspectral imaging; Observatories; Remote sensing; Spectroscopy; Amount of information; Computing technology; Data interpretation; Earth observations; Learning classifiers; Remotely sensed data; Spatial informations; Supervised classification; Deep learning; image classification; imaging method; instrumentation; literature review; machine learning; remote sensing; satellite data; spectral analysis; supervised classification"
"Matching of TerraSAR-X derived ground control points to optical image patches using deep learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074359168&doi=10.1016%2fj.isprsjprs.2019.09.010&partnerID=40&md5=c5cb99f3978c7cf17ce3d9bb9dd89bcc","High resolution synthetic aperture radar (SAR) satellites like TerraSAR-X are capable of acquiring images exhibiting an absolute geolocation accuracy within a few centimeters, mainly because of the availability of precise orbit information and by compensating range delay errors due to atmospheric conditions. In contrast, satellite images from optical missions generally exhibit comparably low geolocation accuracies because of the propagation of errors in angular measurements over large distances. However, a variety of remote sensing applications, such as change detection, surface movement monitoring or ice flow measurements, require precisely geo-referenced and co-registered satellite images. By using Ground Control Points (GCPs) derived from TerraSAR-X, the absolute geolocation accuracy of optical satellite images can be improved. For this purpose, the corresponding matching points in the optical images need to be localized. In this paper, a deep learning based approach is investigated for an automated matching of SAR-derived GCPs to optical image elements. Therefore, a convolutional neural network is pretrained with medium resolution Sentinel-1 and Sentinel-2 imagery and fine-tuned on precisely co-registered TerraSAR-X and Pléiades training image pairs to learn a common descriptor representation. By using these descriptors, the similarity of SAR and optical image patches can be calculated. This similarity metric is then used in a sliding window approach to identify the matching points in the optical reference image. Subsequently, the derived points can be utilized for co-registration of the underlying images. The network is evaluated over nine study areas showing airports and their rural surroundings from several different countries around the world. The results show that based on TerraSAR-X-derived GCPs, corresponding points in the optical image can automatically and reliably be identified with a pixel-level localization accuracy. © 2019 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS)","Deep learning; GCP matching; Geolocation accuracy improvement; Multi-sensor image matching; Optical satellite images; Synthetic aperture radar","Angle measurement; Backpropagation; Deep learning; Geometrical optics; Neural networks; Orbits; Radar imaging; Remote sensing; Rock mechanics; Satellites; Space-based radar; Synthetic aperture radar; Accuracy Improvement; Convolutional neural network; Descriptor representation; GCP matching; High resolution synthetic aperture radar; Multi sensor images; Optical satellite images; Remote sensing applications; Image enhancement; algorithm; ground control; ice flow; image analysis; measurement method; pixel; remote sensing; satellite imagery; Sentinel; synthetic aperture radar; terrane; TerraSAR-X"
"Single remote sensing image dehazing using a prior-based dense attentive network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077904619&doi=10.3390%2frs11243008&partnerID=40&md5=6f7c2ec983a725168a2c46f5f9ff19e5","Remote sensing image dehazing is an extremely complex issue due to the irregular and non-uniform distribution of haze. In this paper, a prior-based dense attentive dehazing network (DADN) is proposed for single remote sensing image haze removal. The proposed network, which is constructed based on dense blocks and attention blocks, contains an encoder-decoder architecture, which enables it to directly learn the mapping between the input images and the corresponding haze-free image, without being dependent on the traditional atmospheric scattering model (ASM). To better handle non-uniform hazy remote sensing images, we propose to combine a haze density prior with deep learning, where an initial haze density map (HDM) is firstly extracted from the original hazy image, and is subsequently utilized as the input of the network, together with the original hazy image. Meanwhile, a large-scale hazy remote sensing dataset is created for training and testing of the proposed method, which contains both uniform and non-uniform, synthetic and real hazy remote sensing images. Experimental results on the created dataset illustrate that the developed dehazing method obtains significant progresses over the state-of-the-art methods. © 2019 by the authors.","Convolutional neural network; Haze removal; Non-uniform haze; Remote sensing image","Deep learning; Demulsification; Large dataset; Neural networks; Statistical tests; Atmospheric scattering models; Convolutional neural network; Encoder-decoder architecture; Haze removal; Non-uniform; Non-uniform distribution; Remote sensing images; State-of-the-art methods; Remote sensing"
"An Optimized Residual Network with Block-soft Clustering for Road Extraction from Remote Sensing Imagery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081175535&doi=10.1109%2fIAEAC47372.2019.8997695&partnerID=40&md5=5366e78a48697fcd27449a1d2ea578ca","the task of road extraction from remote sensing imagery faces many challenges, traditional methods require complex extracting processes with relatively low precision. Deep learning methods such as convolutional neural network, VggNet, AlexNet, GoogleNet can obtain higher accuracy of road extraction, but requires lots of computing resources, training time and unsatisfactory real-time performance. Based on the reasons mentioned above, this paper proposes an optimized residual network with block-soft clustering (ORNBSC) for road extraction from remote sensing imagery. The block-soft clustering module aims at extracting essential features from satellite images and reducing the dimensionality, therefore accelerating the extraction speed. Meanwhile, the residual neural network module to improve the accuracy of extraction. Groups of experiments using Massachusetts roads dataset demonstrate that the ORNBSC model achieves better performance than traditional methods on precision of road extraction from remote sensing imagery. © 2019 IEEE.","block-soft clustering; optimal residual network; remote sensing; road extraction","Convolutional neural networks; Deep learning; Extraction; Feature extraction; Learning systems; Roads and streets; Computing resource; Essential features; Learning methods; Real time performance; Remote sensing imagery; Road extraction; Satellite images; Soft clustering; Remote sensing"
"Content Based Image Retrieval - Inspired by Computer Vision Deep Learning Techniques","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089222829&doi=10.1109%2fICEECCOT46775.2019.9114610&partnerID=40&md5=b0ed14eaf832c705dfa1393a3e8af7c1","With the growing popularity of digital services and internet technology billions of people are prone to information sharing and uploading photos. For accurate retrieval of images from huge digital image databases, Content Based Image Retrieval (CBIR) method are emerging as an influential next generation tools, with wide range of applications in fields like criminal investigation, shape recognition, medical diagnosis, remote sensing, digital forensic, radar engineering and robotics. The key challenge of CBIR systems lies in building the 'semantic gap' that exists between the differences in the way of perceiving things from basic to complex image features. The intention behind our paper is to provide deeper analysis and impact of continuous advancements in Image Retrieval techniques since its origin. An empirical examination of most popular and upcoming techniques in this survey paved the way in selecting the suitable computer vision and Deep Learning Techniques to improve the performances of retrieval systems. Several Benchmark datasets are considered to validate and study the robustness of the techniques influencing feature extraction and classification. © 2019 IEEE.","Benchmark Datasets; Classification; Computer Vision; Deep learning; Feature Extraction; Image Retrieval; Semantic gap","Classification (of information); Computer vision; Content based retrieval; Diagnosis; Digital forensics; Information services; Learning systems; Medical imaging; Medical robotics; Remote sensing; Search engines; Semantics; Content-Based Image Retrieval; Criminal investigation; Digital image database; Empirical examination; Feature extraction and classification; Image retrieval techniques; Internet technology; Learning techniques; Deep learning"
"Remote sensing scene classification based on rotation-invariant feature learning and joint decision making","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059629589&doi=10.1186%2fs13640-018-0398-z&partnerID=40&md5=339f4cbbd1b45f9d9941a968b9a28f53","With the popular use of high-resolution satellite images, remote sensing scene classification has always been a hot research topic in its related areas. However, limited to the issues of remote sensing datasets including the small scale of scene classes, the lack of rich label information and so on, it is quite challenging for deep learning methods to learn powerful feature representation. To overcome this problem, we propose a rotation-invariant feature learning and joint decision-making method based on Siamese convolutional neural networks with the combination of identification and verification models. Firstly, a novel data augmentation strategy is proposed specially for the Siamese model to learning rotation-invariant features. Secondly, a joint decision mechanism is introduced in our method, which is realized by the identification and verification model to better improve the classification performance. The proposed method can not only suppress problems caused by lack of rich label samples but also improve the robustness of Siamese convolutional neural networks. Experimental results demonstrate that the proposed method is effective and efficient for remote sensing scene classification. © 2019, The Author(s).","Identification and verification models; Joint decision mechanism; Remote sensing scene classification; Rotation-invariant features","Classification (of information); Convolution; Decision making; Deep learning; Neural networks; Rotation; Classification performance; Convolutional neural network; Feature representation; High resolution satellite images; Joint decisions; Rotation invariant features; Scene classification; Verification model; Remote sensing"
